q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41
46878755,,,,-1.0,"Says there is no strategic combat, movement feels bad, story is bland, and UI is inconvenient.",,-2.0,States combat lacks strategy and exploration fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feels like an old, copied JP mobile design with little to enjoy beyond visuals."
46878725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frequent crashes; user confused by an in-game prompt/screen.
46878242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gacha presentation feels cheap; pulled characters lack introductions or story context.
46878130,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Few pop-ups and only a small first-purchase offer; F2P playable in test.,1.0,Monetization feels light and unobtrusive.,,,,,,,,,,,Frequent freezes/crashes.
46877883,,,Turn-based combat similar to FGO.,,,,,,,,,,,,"Grinding gear, pets, and materials as core progression.",False,,,,,,,,,,,,,,,,,,,,,,,,,Good music and visuals but many severe bugs (including black screen); UI needs optimization; progression is very grind-heavy.
46877782,,,,,,,,,,,,,-2.0,RNG-dictated mixed pools constrain team building.,,,,,,,,,True,30-pull SSR pity and 200-pull UP selection.,,,-1.0,Co-op MVP racing and punishing boss design exclude new players from meaningful rewards.,-2.0,Polluted banners with low rates and mixed pools push heavy spending to get desired units/pets.,,,,,,,,,,,Lack of clear buff/skill descriptions; inconsistencies between skills and behavior; poor optimization; frequent changes to mechanics mid-test.
42513412,,,"Pixel-art, turn-based JRPG.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multiple tests yet many problems remain; community management tone is off-putting.
46876956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks not to grant buffs to enemies (likely a buff bug or misapplied effect).
46876511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nostalgic expectations; recalls a similar game; keen to try the test.
46876236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many bugs (team attribute/job display errors, stutter, crashes, story locks); content feels thin yet time-consuming; upset with new banner; quitting."
46875972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good art and content; waiting for public release.
46875787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fun but prone to crashes; asks for optimization.
46875616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No sweep or multi-battle for resource dungeons; limited tickets used on standard characters.
46875475,,,,,,Element disadvantage causes -50% damage; must build four elemental teams.,-1.0,Forced multi-team grind rather than meaningful tactics.,-2.0,Severe bugs (swallowed mail/rewards) and extremely low drop rates block progress.,,,,,,,,,,,,,,,,,,,-2.0,"Limited tickets used on standard characters and extremely low pet rates (e.g., 0.01%) feel exploitative.",,,,,,,,,,,Frustration with element counter requirements presented in a meme-like dialogue.
46828590,,,Turn-based with shared ultimate chain (Ougi); suggests separate Ougi button to avoid accidental simultaneous use.,0.0,Likes visuals but finds Ougi control clunky; login requires mobile data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Must switch to mobile data to log in; game runs fine afterward.
46875375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homepage promo text contains a typo.
46875281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complains about changes reducing value and pushing players to raise four teams before launch.
46875182,,,,,,Forced four-element progression due to element counters and weapon gating.,-1.0,"Element constraints force raising four teams, which is frustrating for new players.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46875253,,,,,,Forced four-element progression due to element counters and weapon gating.,-1.0,"Element constraints force raising four teams, which is frustrating for new players.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46875156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nice visuals; a bit grindy.
46874504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art is good; sometimes freezes (possibly network-related).
46874488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Very generous tickets during test.,,,,,,,,,Loves art and login music; battle music feels repetitive; stays mainly for visuals; requests more male characters.
46874312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quest tracking teleported to a softlock; relog/unstuck failed; uninstalled.
46873756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wants more adventure/combat focus and horizontal mode; suggests pacing/story optimization.
46872868,,,Turn-based; team building focused on single-element compositions.,1.0,Finds the traditional RPG approach fun.,Single-element team focus.,0.0,Not difficult according to reviewer; straightforward team focus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks how to enable landscape.
46872669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Relaxing, ‘养老’-style game; hopes it lasts long-term."
46871638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Requests a ‘pure mode’ (hide chat/players, optional auto-path); wants a more single-player-like experience."
46869952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuck after naming; reconnecting/reinstalling didn’t help.
46869041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joystick fixed in center; quest tracking indicator too large; occasional black screens and UI lag; weak hit feel and sparse SFX.
46868410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Test welfare very generous; quickly formed full SSR team.,,,,,,,,,Suspected AI art; dark-humor opening (meteor kills couple); daily login issues; requests more distinctive ultimates.
46868058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persistent ‘network connection failed’ errors.
46867994,,,,,,,,,-1.0,Became boring by day 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lost interest quickly.
46867964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuck at a certain screen; cannot proceed.
46867567,,,,-1.0,Says combat is not good and overall game lacks fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs performance optimization.
46866215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No option to choose protagonist gender after naming.
46866006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art style feels similar to Brown Dust 2.
46816574,,,,,,,,,,,,,,,,,,,,,,,True,30-pull SSR pity.,,,,,,,,,,,,,,,,,Good style but movement feels bad; team-building has a noticeable entry barrier; ultimately feels like a gacha-heavy game.
46864190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks how to switch to landscape mode.
46859104,True,Sexual content/partial nudity; requests an option to toggle revealing outfits.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Overall positive but wants a ‘censor/uncensor’ option; questions 16+ vs 18+ rating.
46863355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit a blocking bug immediately after entering the game.
46863198,,,Turn-based battles with auto mode; elemental team building; long boss/tower fights with high HP; manual tapping to skip turns makes runs very slow.,-1.0,Tower layers take ~4 minutes on auto unless constantly skipping; very time-consuming.,Elemental team requirement; class roles feel imbalanced with scarce/weak healers.,-1.0,Team composition is constrained by elements and weak healer options.,-1.0,"Progress is gated by slow, grindy tower/boss fights.",-1.0,Perceived severe imbalance across jobs; healers are few and underpowered.,-1.0,Forced mono-attribute teams and reliance on a small top tier limit diversity.,,,,,,,,,,,,,,,,,,,,,,,,,,,Art perceived as AI-edited; monetization not fully enabled during test.
46863185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46862993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Downloaded but cannot open the game at all.
46862161,,,,,,,,,-2.0,Hard-stuck on a quest from level 30 to 100 despite reporting; progression blocked by bug.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only female protagonist praised; player spent money but remains blocked.
46862083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persistent 'cannot connect' bug for several days.
46861994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46861854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46861728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46861552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"After the opening boss, the game gets stuck; cannot proceed."
46861542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuck/frozen.
46860752,,,Turn-based combat feels slow; lacks QoL like sweep and fast skip.,-1.0,Battles take too long; encountered a post-battle soft-lock in a side quest.,,,,-1.0,Side-quest bug blocks leveling needed to continue main story.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-battle soft-lock; requests sweep/skip and faster combat; map needs better detail and teleport points.
46860498,,,,,,Element choice heavily influences team (players tend to focus on the element they have most of).,-1.0,Players feel forced into mono-element paths.,,,,,-1.0,"Team building guided by whichever element has more units, reducing diversity.",,,,,,,,,,,,,,,,,,,,,,,,,,,Some bugs and grindy gameplay.
46860486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46860256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-wipe test but login is not possible.
46860111,,,,,,,,,-1.0,Missing a day caused noticeable setback; soloing instances became too hard and co-op had no players.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Co-op lobbies feel empty; strong 'job-like' daily pressure.
46859114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feels like a half-finished, boring build."
46858934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Story and controls feel mediocre despite good visuals; dropped after ~1 hour.
46858825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frequent disconnects during play; needs optimization.
46858443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuck at initial screen; reinstalling didn’t help.
46857878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46830762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Optimization issues despite being fun and good-looking.
46857611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frequent stutter, black screens, and crashes over several days; player ready to quit."
46856554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Requests for codex, sweep, and battle speed-up features."
46856226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Compared to GBF-like design with extreme grind and near-bottomless spending ceiling; doubts about fit for local market.,,,,,,,,,,,Feels like a 1:1 Octopath/GBF mashup with no unique identity.
46856062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strong art direction undermined by weak gameplay/story; art-gameplay dissonance.
46855732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Camera perspective feels awkward; story feels empty.
46855626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixed center joystick feels awkward; landscape mode promised but unavailable; name filter overly strict.
46855526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46854972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locked female protagonist reduces immersion for some players.
46854820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frequent crashes during test; gacha UI looks cheap and could be more polished.
46854597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuck on a screen; reboot doesn’t fix.
46828880,,,,,,Exploration and class synergy evoke classic JRPG strategy.,1.0,Appreciated exploration feel and party-building strategy reminiscent of classic JRPGs.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suggests hiding monetization popups to preserve immersion; add landscape mode; fix stutter/disconnect/black screen.
46854207,,,,,,"Linear stat-only growth for characters, weapons, and pets; no random affixes; clear best-in-slot outcomes.",-1.0,Lack of randomness and existence of optimal builds reduce decision-making.,,,,,-1.0,Absence of affixes leads to a single optimal setup per slot.,,,,,,,,,,,,,1.0,"Persistent play can max non-paid gear/pets, though paid options remain stronger.",0.0,"Whales stronger, but core systems are accessible without paying.",,,,,,,,,,,
46853894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46853737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locked female protagonist and onboarding scene choices alienate some male players; gameplay simple but art comfortable.
46841939,,,Turn-based with auto; requires manual or custom skill order due to poor auto AI; element-based teams; bosses with very high HP.,-1.0,Auto burns heals/buffs at bad times; long boss HP bars; no sweep for single-run instances.,"Elemental teams (4 now, likely 6 later); custom skill order; manual play recommended.",0.0,"Potential in skill order and element teams, but poor AI and overtuned HP reduce depth in practice.",-1.0,New players confused by unclear growth paths; grindy bosses gate gear mats; no sweep.,,,,,,,,,,,1.0,Timely server fixes with generous compensation during test.,True,30-pull pity for SSR.,1.0,"About 10 RMB per pull, cheaper than many contemporaries.",1.0,Not very pay-heavy; most features playable without heavy spend.,1.0,Light monetization feel during test and relatively cheap pulls.,1.0,Test rewards and compensations felt generous.,,,,,,,,,"Frequent crashes; no sweep; dungeon HP scaling extreme in new content (e.g., 40M+ HP)."
46827288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crashes resumed; too many bugs.
46853304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Game loads into an unresponsive state; restart doesn’t help.
46852920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Login bug on some Wi-Fi networks; can update but cannot enter the game.
46852852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Currently relaxed play with decent rates in test; overall friendly experience.,,,,,,,,,,,Mixed gacha pool but feels good during test.
46852310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46832958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests sweep; performance issues with screen flicker leading to freezes.
46851820,,,Instance grinding requires repeated manual runs; no quick/sweep.,-1.0,Repetitive dungeons without fast-clear options are tiring.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200-pull selection returned only weapons, not characters; lacks sweep."
46851689,True,Sexualized fanservice in some character art (though most female outfits are normal).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefers female-only MC; would like a skip feature; male characters feel scarce.
46851291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frequent crashes and text encoding issues.
46851167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannot enter on day 2 due to persistent 'network problem'.
46850948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI-generated-looking character art leads to rejection.
46850372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46850309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests landscape mode; current experience feels lacking.
46850299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests landscape mode.
46849849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black screen after waking from sleep; must restart the app.
46849729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Test benefits are attractive; could be playable at launch if maintained.,,,,,,,,,Initial gameplay felt stale; depends on story quality.
46849692,,,"Idle-friendly progression with slow turn-based battles; only per-turn skip, no 2x speed.",-1.0,Combat pacing is slow with limited skipping and no speed-up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI-looking art; poor joystick feel; cumbersome UI flows; locked female MC and few male characters.
46849599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Becomes monotonous over time; requests more world and player interactions; asks if there are male characters.
46848453,,,,,,,,,,,,,,,Guild-based co-op battles (guild war) alongside core PvE.,False,,,,,,,,,,,,,,,,,,,,,,,,,
46848429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests option to choose a male protagonist; locked female MC is off-putting.
46840461,,,Pixel-style turn-based battles with auto mode; auto skill usage bug observed; lacks sweep for exp runs.,-1.0,Auto uses limited-per-turn skills less often than expected; repetitive runs without sweep.,,,,-1.0,Grindy experience and lack of sweep increase time cost.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto-battle bug; gacha characters lack story integration; pixel maps could be improved; very grindy.
46847916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests landscape mode option.
46845293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very high HP numbers suggest potential balance issues; device overheats; locked female protagonist questioned.
46847752,,,Battles are very long and feel sluggish.,-1.0,Combat duration is excessively long.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Directional control uncomfortable; portrait orientation not preferred.
46847370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Test resources felt generous and rates high (though off-banner).,,,,,,,,,"Optimization issues (crashes, black screens, unresponsive nodes); urgently needs sweep due to auto-heavy gameplay."
46847336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests in-game role comments; performance/overheating issues.
46846781,,,,,,,,,,,,,,,,,,,,,,,True,30-pull pity for SSR.,1.0,About 1000 diamonds for a ten-pull; relatively cheap compared to peers.,,,,,,,,,,,,,,,Fixed center joystick; chest interaction detection issues; one-click team misleads; story average; poor duplicate handling for maxed weapons.
46846783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannot enter the game.
46846433,,,Turn-based with long cooldown skills and buff stacking; can set up big single-skill bursts; weapons upgrade via duplicates; pets from gacha.,0.0,Mechanics are serviceable but not remarkable.,Skill cooldown management; buff stacking; four-person party with weapon/pet synergies; dupes for weapon upgrades.,0.0,Some timing and setup depth but constrained by linear systems.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accidental mass-dismantle risk due to lack of lock; limited content; storyline skippable.
46834733,,,Turn-based combat feels slow; lacks sweep and battle speed-up.,-1.0,Fights take too long without 2x speed; repetitive farming without sweep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mini-map not useful (no zoom/position); performance a bit laggy.
46846011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great art, story, and music, but many bugs."
46835912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Test welfare strong; small spend obtained most characters.,,,,,,,,,"Poor info guidance (unclear buffs, item sources); minimal map utility; asset reuse; many bugs."
46845864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46844680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Progress/resources lost after a story update.
46844325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frozen at a point; cannot move.
46844253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fun but buggy; occasional crashes; needs optimization.
46844185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks whether landscape mode is supported.
46827387,,,Auto-pathing and auto-battle exist but feel mismatched with the game's style.,0.0,"Overall okay, but automation hurts experience.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annoying red-dot notifications; requests main story voice acting.
46843571,,,Auto-battle sometimes only normal-attacks due to team preset bug; skill-queue system present but incomplete.,-1.0,Combat hindered by bugs and missing skill descriptions.,Team preset system and skill rotation customization (buggy).,-1.0,Potential depth undermined by bugs and lack of in-UI skill info.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frequent crashes; team reuse requires manual reconfiguration; combat power fluctuates unexpectedly.
46843562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Constant screen flickering causes eye strain; uninstalled.
46843528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Rewards for high ratings and in-game bug compensation perceived as generous.,,,,,,,,,Incentivized positive reviews (gems for high ratings); some bugs but responsible ops.
46825160,,,,,,,,,,,,,,,Town facilities like a bakery producing stamina bread daily and a blacksmith offering weekly weapon packs alongside routine dungeon farming.,False,,,1.0,"Town outputs provide stamina and weapons, aiding progression.",,,,,,,,,-1.0,Mixed gacha pool and reliance on specific cores require many pulls; suggests monthly pass and UP pool improvements.,,,,,,,,,,,Requests lock features for items; sweeping after clears; co-op reward fairness; map markers; hero reset; detailed QoL proposals; concerns over mixed gacha and UP pool composition.
46826556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Received 110 pulls as compensation during test; occasional extremely lucky ten-pulls.,,,,,,,,,Extended login outage; repeated crashes; requests sweep for solo dungeons; suspected shop listing bug; co-op support rewards sometimes missing.
46842488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46842449,,,Auto-pathing and auto-battle reduce exploration and combat engagement.,-1.0,Automation diminishes player agency in exploration and fights.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixed joystick feels bad; no detailed map; frequent crashes.
46842431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe lag in test; optimization issues; cannot move.
46842305,,,Auto-pathing/battle remove core fun; core loop is tower/dungeon grind; gacha includes five-element plus light/dark with constellations via dupes.,-1.0,Automation and half-finished state reduce combat enjoyment.,,,,-1.0,Daily income tied to tower progress increases pressure over story progression.,,,,,,,,,,,,,,,,,,,-1.0,"Mixed pools and duplicate requirements (e.g., 5 dupes) imply heavy long-term spend/grind.",2.0,"Test welfare excellent (e.g., 200+80 free pulls).",,,,,,,,,Severe bug after crash prevents creating solo dungeons; feels like a half-finished product.
46842085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Good mail rewards and solid art/mechanics during test.,,,,,,,,,Warns that predatory monetization would ruin the experience.
46842049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Small update reduced shop resource availability unexpectedly.
46841473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gacha split into five-element and light/dark pools; pulls grant power more than characters.
46841438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Questions lack of male protagonist option.
46841203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hard-to-pull monster provides very strong support when borrowed.
46840913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,Feels like a numbers-heavy webgame suited for big spenders,,,,,,,,,,,Stat-centric design; webgame/MMO feel
46840886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suggests moving the skip button to bottom in portrait for one-handed play
46840415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gameplay variety is low; requests a gallery to view full character illustrations
46840156,,,,,,,,,,,,,,,,,,,,,,,True,SSR guaranteed at 30 pulls,,,,,,,1.0,Test period rewards felt generous,,,,,,,,,Control/hand-feel of the crank/joystick is uncomfortable
46839784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46839504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good gameplay but needs optimization
46839268,,,"Auto-battle, attributes with strengths/weaknesses (GBF-like, portrait)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tutorials lacking (fishing, attribute counters, gear/monster usage, progression); auto farming needs optimization"
46839053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likes art and Western fantasy pixel vibe; dislikes co-op raids/guilds; hopes for deeper story focus
46838922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clunky UI (especially weapon equip); combat and gacha okay; repeated crashes forced uninstall
46838059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Critiques it as a 2025 GBF clone; questions GBF-style gameplay
46837997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pixel sprites are blurry; cannot choose character gender; fixed-position d-pad feels bad in portrait; female character ratio too high
46837702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks whether the game has male characters
46820679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Positives: pixel art, lighting, music, easy growth, free weapons, skip/auto/auto-match. Issues: no detailed local maps, poor portrait joystick feel (wants tap-to-move or choice of joystick/D-pad), cumbersome page switching between characters and weapons, red-dot UX requires opening new items to clear"
46818479,,,Turn-based battles,-1.0,Monotonous pacing; no sweep or battle speed in routine stages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maps small; wants tap-to-move/drag movement; missing skill descriptions cause confusion
46837350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frequent crashes (4–5 times); needs optimization
46837066,,,Auto-battle available; AI uses buffs then skills; healers blow heals at start and die,-1.0,"Auto AI mismanages healing, causing wipes",,,,,,,,,,,,,,,,,,True,"30-pull pity for a gold/SSR (mixed pool, not necessarily UP)",,,,,,,,,,,,,,,,,"Many bugs (garbled data, gacha black screen, battle freezes, missing characters), mixed pool makes UP hard to get, very low monster drop rates (~0.03%), requests sweep for material stages, performance/heat/no VA/weak story (acknowledges CBT)"
46836976,True,Sexualized female art with prominent cleavage and high exposure in character portraits (including the protagonist),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pixel environments neat but splash art over-sexualized; expected a classic RPG tone
46836895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wants a summary when skipping story; requests touch-to-move controls
46836527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuck after naming; cannot enter the game
46830773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art and core gameplay okay; optimization must improve
46835990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Casual/simple gameplay; requests multi-run (e.g., 1 run counts as 6) to save time when spending stamina"
46835599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Material stages lack speed and sweep; feels like forced online time in a grindy game
46832809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glad a character returned; requests fixes for knight treasure settlement jump-to black screen bug
46835294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Too many daily resource stages require watching battles; requests sweep or hidden auto-run and battle speed
46835231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post-update bug: dungeon button locked while others can play
46834883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Generous rewards during test; uncertain about launch difficulty,,,,,,,,,Overall fine in test phase
46834856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Rates not low and welfare fairly generous; no constellation system and no separate weapon banner,,,,,,,,,Story and character writing weak; vertical layout and activity pages feel like low-quality webgame; lighting/shadow on maps underwhelming
