review_id,sensitive_content,sensitive_content_list,sensitive_content_rating,sensitive_content_rating_reason,core_combat_mechanics_description,combat_satisfaction_rating,combat_satisfaction_rating_reason,strategic_tactical_depth_rating,strategic_tactical_depth_rating_reason,hero_team_setup_diversity_rating,hero_team_setup_diversity_rating_reason,game_progression_experience_rating,game_progression_experience_rating_reason,hero_leveling_path_openness_rating,hero_leveling_path_openness_rating_reason,game_mode_variety_rating,game_mode_variety_rating_reason,secondary_core_loop_description,secondary_core_loop_being_tycoon_crafting,secondary_core_loop_simplicity_rating,secondary_core_loop_simplicity_rating_reason,abundance_of_resources_earned_from_secondary_core_loop_rating,abundance_of_resources_earned_from_secondary_core_loop_rating_reason,ease_of_game_control_rating,ease_of_game_control_rating_reason,player_engagement_events_frequency_rating,player_engagement_events_frequency_rating_reason,player_engagement_events_diversity_rating,player_engagement_events_diversity_rating_reason,daily_weekly_missions_login_incentives_effectiveness_rating,daily_weekly_missions_login_incentives_effectiveness_rating_reason,new_content_and_meta_evolving_frequency_rating,new_content_and_meta_evolving_frequency_rating_reason,gacha_guarantee_mechanism,gacha_guarantee_mechanism_description,gacha_pull_price_reasonableness_rating,gacha_pull_price_reasonableness_rating_reason,availability_of_major_features_to_non_paying_user_rating,availability_of_major_features_to_non_paying_user_rating_reason,pressure_for_spending_rating,pressure_for_spending_rating_reason,abundance_and_meaningfulness_of_free_rewards_rating,abundance_and_meaningfulness_of_free_rewards_rating_reason,clarity_and_intuitiveness_of_menus_and_ui_interactions_rating,clarity_and_intuitiveness_of_menus_and_ui_interactions_rating_reason,clarity_of_gameplay_explanation_by_the_tutorial_rating,clarity_of_gameplay_explanation_by_the_tutorial_rating_reason,polish_and_coherence_of_art_style_rating,polish_and_coherence_of_art_style_rating_reason,satisfaction_and_clarity_of_animation_rating,satisfaction_and_clarity_of_animation_rating_reason,quality_of_sound_effect_bgm_voice_rating,quality_of_sound_effect_bgm_voice_rating_reason,abundance_of_cooperative_social_function_rating,abundance_of_cooperative_social_function_rating_reason,abundance_of_competitive_social_function_rating,abundance_of_competitive_social_function_rating_reason,ip_integration_faithfulness_and_authenticity_rating,ip_integration_faithfulness_and_authenticity_rating_reason,depth_of_IP_integration_rating,depth_of_IP_integration_rating_reason,lightness_of_installation_file_rating,lightness_of_installation_file_rating_reason,ingame_downloading_experience_rating,ingame_downloading_experience_rating_reason
37903275,False,N/A,N/A,N/A,The game requires players to complete daily tasks and fight bosses with high health and damage. Players need to manually control the combat to win.,-1,"The review mentions dissatisfaction with the difficulty of daily tasks and boss fights, requiring significant time and manual effort.",1,"The review suggests that players need to strategize and manually control combat to defeat bosses, indicating some level of tactical depth.",N/A,N/A,-1,The review expresses dissatisfaction with the time required to complete daily tasks and the difficulty of boss fights.,N/A,N/A,0,"The review suggests that there are options for single-player and multiplayer modes, but does not elaborate on variety.",N/A,N/A,N/A,N/A,N/A,N/A,-1,"The review mentions that players need to manually control combat to win, indicating a lack of ease in game control.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,The review mentions that the modeling and maps are well done.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37897057,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,The review mentions difficulty in finding things due to layout issues.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37896184,False,N/A,N/A,N/A,"The game involves capturing pets by lowering their health, and pets engage in one-on-one battles.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37895422,False,N/A,N/A,N/A,N/A,-2,"The review expresses dissatisfaction with losing in combat, which diminishes the enjoyment and purpose of playing the game.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37895131,False,N/A,N/A,N/A,"The review mentions using different types of swords and skills in combat, indicating a focus on weapon and skill choice.",0,The review does not express strong satisfaction or dissatisfaction with the combat mechanics.,1,The review suggests some level of strategy in choosing weapons and skills for combat.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37895013,False,N/A,N/A,N/A,"The review mentions using a pet to control the last enemy in a sequence, indicating a focus on pet abilities and turn-based strategy.",1,The review suggests satisfaction with the pet's ability to control the last enemy in a sequence.,1,The review indicates a level of strategy in using pet abilities to control enemies.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37893140,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37892394,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37891676,False,N/A,N/A,N/A,The review describes a combat strategy involving specific skills and abilities to enhance performance and sustain in battles.,1,The review suggests satisfaction with the combat strategy and skill usage.,1,The review indicates a level of strategy in using specific skills and abilities for combat.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37880155,False,N/A,N/A,N/A,"The review mentions using specific pets and skills for different game modes, indicating a focus on pet abilities and strategic choices.",1,The review suggests satisfaction with the use of pets and skills in combat.,1,The review indicates a level of strategy in using specific pets and skills for different game modes.,N/A,N/A,N/A,N/A,N/A,N/A,1,The review mentions different game modes such as tower climbing and PvP.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37879077,False,N/A,N/A,N/A,"The review mentions using specific skills for a pet, indicating a focus on skill selection and pet abilities.",1,The review suggests satisfaction with using specific skills for a pet in combat.,1,The review indicates a level of strategy in choosing skills for a pet.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37878723,False,N/A,N/A,N/A,"The review mentions a pet being strong in PvP and tower climbing, indicating a focus on pet abilities and strategic choices.",1,The review suggests satisfaction with the pet's performance in PvP and tower climbing.,1,The review indicates a level of strategy in deciding whether to acquire a pet based on its performance in different game modes.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37871937,False,N/A,N/A,N/A,"The review suggests that pets are a major part of the combat mechanics, likely serving as the main source of power.",-1,The review expresses dissatisfaction with the game's progression and the perceived need for spending to advance.,N/A,N/A,N/A,N/A,-1,The review mentions a lack of guidance for new players and a perceived need for spending to progress.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,The review suggests a perception of needing to spend money to fill gaps in progression.,N/A,N/A,N/A,N/A,-1,The review mentions a lack of guidance for new players.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37871563,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37309215,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-2,"The reviewer mentions a frustrating experience with resource management and progression, indicating a negative progression experience.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"The review mentions a lack of guarantee in gacha mechanics, indicating no guarantee mechanism.",N/A,N/A,N/A,N/A,-2,The review indicates a high pressure for spending due to the lack of guarantee and high costs.,-2,The review suggests that free rewards are not meaningful or abundant.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37305269,False,N/A,N/A,N/A,Turn-based combat.,1,"The reviewer mentions playing the game for a long time, indicating satisfaction with the combat.",1,The need for fixed teammates suggests some level of strategic depth.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37293897,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,"The reviewer mentions limited new gameplay and issues with the inventory system, indicating a negative progression experience.",N/A,N/A,-1,"The review mentions limited new gameplay, suggesting a lack of variety in game modes.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,"The review mentions limited new gameplay, indicating infrequent updates.",False,"The review mentions that the gacha system is a template, indicating no guarantee mechanism.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37281230,False,N/A,2,The review is positive and does not mention any sensitive content.,N/A,2,"The review is very positive, indicating high satisfaction with the game.",N/A,N/A,N/A,N/A,2,"The review is very positive, indicating a satisfying progression experience.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37275458,False,N/A,2,The review does not mention any sensitive content.,N/A,0,"The reviewer finds the game experience okay but loses interest over time, indicating a neutral satisfaction.",N/A,N/A,N/A,N/A,0,"The reviewer finds the game experience okay but loses interest over time, indicating a neutral progression experience.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37270737,False,N/A,N/A,N/A,"The game involves character abilities and strategic timing, with a focus on countering opponent's moves.",1,"The review indicates a strategic element in combat, suggesting some satisfaction.",1,The mention of countering and strategic timing suggests a positive view on tactical depth.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37270230,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37270148,False,N/A,N/A,N/A,"The game involves speed and turn order mechanics, with characters taking actions based on speed.",-1,The reviewer expresses confusion and frustration with the combat mechanics.,0,"The review indicates some complexity in the mechanics but also confusion, leading to a neutral rating.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37270046,False,N/A,N/A,N/A,N/A,-1,The reviewer expresses dissatisfaction with changes affecting combat balance.,-1,"The review indicates a negative impact on strategy due to changes, leading to a negative rating.",N/A,N/A,-1,The review indicates a negative impact on progression due to changes.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37256332,False,N/A,N/A,N/A,"The game involves enhancing combat power and managing resources, with a focus on probability-based mechanics.",-1,The reviewer expresses frustration with the probability mechanics affecting combat.,-1,The review indicates a negative view on the strategic depth due to reliance on probability.,N/A,N/A,-1,The review indicates a negative progression experience due to reliance on probability.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"The review mentions a lack of guarantee in probability mechanics, indicating no guarantee mechanism.",N/A,N/A,N/A,N/A,-2,The review indicates a high pressure for spending due to reliance on probability and lack of guarantee.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37254491,False,N/A,2,The review is positive and does not mention any sensitive content.,N/A,1,"The reviewer enjoys the game, indicating satisfaction with the combat.",N/A,N/A,N/A,N/A,1,"The reviewer enjoys the game, indicating a satisfying progression experience.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37223121,False,N/A,2,The review does not mention any sensitive content.,N/A,-1,"The reviewer finds the game boring, indicating dissatisfaction with the combat.",-1,"The review describes the game as a reskinned gacha game, suggesting a lack of strategic depth.",N/A,N/A,-1,"The reviewer finds the game boring, indicating a negative progression experience.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37215846,False,N/A,2,The review is positive and does not mention any sensitive content.,N/A,2,The reviewer finds the game very enjoyable and praises it as a 'conscientious game'.,N/A,N/A,N/A,N/A,2,"The reviewer finds the game enjoyable and not too demanding, indicating a satisfying progression experience.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,The reviewer mentions being able to enjoy the game without spending money.,2,"The reviewer mentions being able to enjoy the game without spending money, indicating low pressure for spending.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37210900,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,The reviewer expresses frustration with the cost of progression.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,"The reviewer expresses frustration with the cost of progression, indicating some pressure for spending.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
37197362,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-1,"The reviewer mentions the phone overheating, indicating a negative experience with game control.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
36829104,False,N/A,0,The review does not mention any sensitive content.,N/A,N/A,The review does not mention anything about the game's combat mechanics.,N/A,The review does not mention anything about the game's strategic or tactical depth.,N/A,The review does not mention anything about hero team setup diversity.,0,"The reviewer mentions losing interest due to bad luck, indicating a neutral progression experience.",N/A,The review does not mention anything about hero leveling paths.,N/A,The review does not mention anything about game mode variety.,N/A,N/A,N/A,The review does not mention anything about the secondary core loop.,N/A,The review does not mention anything about resources from a secondary core loop.,N/A,The review does not mention anything about game control.,N/A,The review does not mention anything about player engagement events.,N/A,The review does not mention anything about player engagement events.,N/A,The review does not mention anything about daily or weekly missions.,N/A,The review does not mention anything about new content or evolving game meta.,False,N/A,N/A,The review does not directly mention anything about gacha pull price.,1,"The reviewer mentions a 0-spend account performing well, indicating good availability of features to non-paying users.",-2,The reviewer feels pressured to spend due to bad luck and mentions being forced to recharge.,0,"The review does not mention free rewards, but the presence of a 0-spend account suggests some availability.",N/A,The review does not mention anything about menus or UI.,N/A,The review does not mention anything about the tutorial.,N/A,The review does not mention anything about the art style.,N/A,The review does not mention anything about animations.,N/A,The review does not mention anything about sound effects or music.,2,The reviewer mentions the game having enough social features and making friends.,N/A,The review does not mention anything about competitive social functions.,N/A,The review does not mention anything about IP integration.,N/A,The review does not mention anything about IP integration.,N/A,The review does not mention anything about the installation file.,N/A,The review does not mention anything about the in-game downloading experience.
34259174,False,N/A,2,"The review praises the game as one of the most conscientious turn-based games, implying it is free of sensitive content.","The game is a turn-based game with equipment, treasures, and divine beasts.",2,The reviewer gives a 5-star rating and praises the game as one of the best turn-based games.,2,"The review mentions the game being friendly for equipment and pet systems, implying strategic depth.",2,"The review mentions that everyone can get and afford equipment, treasures, and divine beasts, indicating diversity.",2,"The review praises the game as one of the best in its genre, indicating a satisfying progression experience.",N/A,The review does not mention anything about hero leveling paths.,N/A,The review does not mention anything about game mode variety.,N/A,N/A,N/A,The review does not mention anything about the secondary core loop.,N/A,The review does not mention anything about resources from a secondary core loop.,N/A,The review does not mention anything about game control.,N/A,The review does not mention anything about player engagement events.,N/A,The review does not mention anything about player engagement events.,N/A,The review does not mention anything about daily or weekly missions.,N/A,The review does not mention anything about new content or evolving game meta.,False,N/A,N/A,The review does not directly mention anything about gacha pull price.,2,"The review mentions that everyone can get and afford equipment, treasures, and divine beasts.",2,"The review praises the game as one of the most conscientious, implying low spending pressure.",2,"The review mentions that everyone can get and afford equipment, treasures, and divine beasts.",N/A,The review does not mention anything about menus or UI.,N/A,The review does not mention anything about the tutorial.,N/A,The review does not mention anything about the art style.,N/A,The review does not mention anything about animations.,N/A,The review does not mention anything about sound effects or music.,N/A,The review does not mention anything about cooperative social functions.,N/A,The review does not mention anything about competitive social functions.,N/A,The review does not mention anything about IP integration.,N/A,The review does not mention anything about IP integration.,N/A,The review does not mention anything about the installation file.,N/A,The review does not mention anything about the in-game downloading experience.
36820914,False,N/A,0,The review does not mention any sensitive content.,The game involves using a panda character for group attacks.,1,"The reviewer finds the panda's output to be quite good, indicating satisfaction with combat.",0,"The review mentions group attacks and nurturing, but does not elaborate on strategic depth.",N/A,The review does not mention anything about hero team setup diversity.,N/A,The review does not mention anything about game progression.,N/A,The review does not mention anything about hero leveling paths.,N/A,The review does not mention anything about game mode variety.,N/A,N/A,N/A,The review does not mention anything about the secondary core loop.,N/A,The review does not mention anything about resources from a secondary core loop.,N/A,The review does not mention anything about game control.,N/A,The review does not mention anything about player engagement events.,N/A,The review does not mention anything about player engagement events.,N/A,The review does not mention anything about daily or weekly missions.,N/A,The review does not mention anything about new content or evolving game meta.,False,N/A,N/A,The review does not directly mention anything about gacha pull price.,N/A,The review does not mention anything about features for non-paying users.,N/A,The review does not mention anything about spending pressure.,N/A,The review does not mention anything about free rewards.,N/A,The review does not mention anything about menus or UI.,N/A,The review does not mention anything about the tutorial.,N/A,The review does not mention anything about the art style.,N/A,The review does not mention anything about animations.,N/A,The review does not mention anything about sound effects or music.,N/A,The review does not mention anything about cooperative social functions.,N/A,The review does not mention anything about competitive social functions.,N/A,The review does not mention anything about IP integration.,N/A,The review does not mention anything about IP integration.,N/A,The review does not mention anything about the installation file.,N/A,The review does not mention anything about the in-game downloading experience.
36820913,False,N/A,2,The review does not mention any sensitive content.,N/A,N/A,The review does not mention anything about the game's combat mechanics.,N/A,The review does not mention anything about the game's strategic or tactical depth.,N/A,The review does not mention anything about hero team setup diversity.,N/A,The review does not mention anything about game progression.,N/A,The review does not mention anything about hero leveling paths.,1,"The reviewer hopes for more casual and life gameplay modes, indicating some variety but room for improvement.",N/A,N/A,N/A,The review does not mention anything about the secondary core loop.,N/A,The review does not mention anything about resources from a secondary core loop.,N/A,The review does not mention anything about game control.,N/A,The review does not mention anything about player engagement events.,N/A,The review does not mention anything about player engagement events.,N/A,The review does not mention anything about daily or weekly missions.,N/A,The review does not mention anything about new content or evolving game meta.,False,N/A,N/A,The review does not directly mention anything about gacha pull price.,N/A,The review does not mention anything about features for non-paying users.,N/A,The review does not mention anything about spending pressure.,N/A,The review does not mention anything about free rewards.,N/A,The review does not mention anything about menus or UI.,N/A,The review does not mention anything about the tutorial.,N/A,The review does not mention anything about the art style.,N/A,The review does not mention anything about animations.,N/A,The review does not mention anything about sound effects or music.,N/A,The review does not mention anything about cooperative social functions.,N/A,The review does not mention anything about competitive social functions.,N/A,The review does not mention anything about IP integration.,N/A,The review does not mention anything about IP integration.,N/A,The review does not mention anything about the installation file.,N/A,The review does not mention anything about the in-game downloading experience.
